course_id,name,department,units
57-232,Chamber Music: Guitar,Music,3
57-233,Sonatas,Music,3
57-234,Performance for Composers,Music,3
57-235,Chamber Music: Brass,Music,3
57-236,Performance for Composers,Music,3
57-240,Acting I,Music,6
57-257,Orchestration I,Music,6
57-273,Piano Pedagogy I,Music,6
57-275,Piano Pedagogy III,Music,6
57-284,Music History II,Music,9
57-293,Keyboard Studies Test (Degree),Music,0
57-289,Repertoire and Listening for Musicians II,Music,3
57-294,Beginning Piano Test,Music,0
57-295,Keyboard Studies Lab,Music,3
57-300,Advanced Bagpipe and Drum Band,Music,3
57-299,Bagpipe and Drum Band,Music,3
57-304,Bagpipe Maintenance,Music,3
57-307,Bagpipe Theory,Music,3
57-332,Introduction to Conducting,Music,6
57-331,Principles of Education,Music,9
57-329,Beginning Piano for Minors,Music,3
57-334,Fundamentals of Marching Band,Music,3
57-339,Acting III,Music,6
57-337,Sound Recording,Music,6
57-338,Sound Editing and Mastering,Music,6
57-347,Electronic and Computer Music,Music,6
57-349,Supervised Theory Teaching,Music,6
57-360,Brass Methods,Music,3
57-356,Elementary Guided Teaching,Music,3
57-361,Percussion Methods,Music,3
57-369,Supervised Solfege Teaching,Music,6
57-367,Supervised Recording Teaching,Music,6
57-368,Supervised History Teaching,Music,6
57-378,Introduction to Music Cognition Research,Music,9
57-375,Music in the Elementary School,Music,6
57-371,Supervised Diction Teaching,Music,3
57-387,Professional Essentials for the Percussionist,Music,3
57-390,Outreach Performance,Music,0
57-391,Keyboard Studies (Music Ed),Music,3
57-392,Keyboard Studies (Music Ed),Music,3
57-393,Keyboard Studies Test (Music Ed),Music,0
57-394,Guitar Test (Music Ed),Music,0
57-402,Alexander Technique for Musicians,Music,3
57-403,Yoga for Musicians,Music,3
57-409,Puccini's Operas,Music,9
57-417,Major Vocal Performance Ensemble,Music,6
57-405,Concerto: Virtuosity and Contrast,Music,9
57-418,Major Instrumental Ensemble,Music,6
57-419,Chorus,Music,6
57-420,Jazz Vocal Ensemble,Music,3
57-421,Exploded Ensemble,Music,6
57-422,Singers,Music,3
57-423,Repertoire Orchestra,Music,3
57-424,Percussion Ensemble,Music,3
57-433,Musical Theatre Literature and Repertoire,Music,3
57-429,Beginning Piano for Children I,Music,6
57-442,Analytical Techniques,Music,9
57-451,Teaching Artist Training,Music,6
57-437,Literature and Repertoire: Brass,Music,3
57-444,Principles of Counterpoint,Music,9
57-458,Business of Music,Music,6
57-454,The Freelance Musician,Music,6
57-467,Production: Crew,Music,3
57-471,Production: Performance,Music,6
57-480,History of Black American Music,Music,6
57-487,Advanced Solfege III,Music,3
57-485,History of the Symphony,Music,9
57-491,Solfege for Conductors I,Music,3
57-496,BXA Studio,Music,9
57-497,BXA Studio,Music,9
57-498,BXA Studio,Music,9
57-499,BXA Studio,Music,9
57-501,Major Studio (Piano),Music,9
57-500,Major Studio (Voice),Music,9
57-502,Major Studio (Organ),Music,9
57-503,Major Studio (Harp),Music,9
57-506,Major Studio (Viola),Music,9
57-505,Major Studio (Violin),Music,9
57-507,Major Studio (Cello),Music,9
57-508,Major Studio (Double Bass),Music,9
57-509,Major Studio (Guitar),Music,9
57-510,Major Studio (Flute),Music,9
57-511,Major Studio (Oboe),Music,9
57-512,Major Studio (Clarinet),Music,9
57-513,Major Studio (Bassoon),Music,9
57-514,Major Studio (Saxophone),Music,9
57-515,Major Studio (Horn),Music,9
57-516,Major Studio (Trumpet),Music,9
57-517,Major Studio (Trombone),Music,9
57-518,Major Studio (Euphonium/Baritone),Music,9
57-519,Major Studio (Tuba),Music,9
57-520,Major Studio (Percussion),Music,9
57-521,Major Studio (Composition),Music,9
57-522,Major Studio (Bagpipe),Music,9
57-523,Vocal Coaching,Music,0
57-558,Observation,Music,3
57-570,Sound and Music Computing Seminar,Music,1
57-571,Music and Technology Project,Music,12
57-572,Music and Technology Project,Music,12
57-588,Junior Recital Voice,Music,0
57-589,Senior Recital Voice,Music,0
57-591,Dalcroze Pedagogy/Practice Teaching,Music,3
57-596,Sophomore Recital,Music,0
57-597,Senior Project,Music,0
57-598,Junior Recital,Music,0
57-599,Senior Recital,Music,0
57-600,Graduate Forum,Music,0
57-605,Theory and Analysis for Graduate Students,Music,6
57-606,Music History for Graduate Students 1,Music,9
57-630,PPST: Reading,Music,0
57-631,PPST: Writing,Music,0
57-632,PPST: Mathematics,Music,0
57-633,PPST: Total Comprehensive,Music,0
57-634,Fundamental Subjects: Content Knowledge,Music,0
57-635,Music: Content Knowledge,Music,0
57-666,Acoustics of the Piano,Music,3
57-661,Piano Maintenance I,Music,6
57-687,Professional Essentials for the Percussionist,Music,3
57-694,Elective Recital,Music,0
57-693,Graduate Vocal Coaching,Music,3
57-700,Major Studio (Voice),Music,9
57-701,Major Studio (Piano),Music,9
57-702,Major Studio (Organ),Music,9
57-703,Major Studio (Harp),Music,9
57-705,Major Studio (Violin),Music,9
57-706,Major Studio (Viola),Music,9
57-707,Major Studio (Cello),Music,9
57-708,Major Studio (Double Bass),Music,9
57-709,Major Studio (Guitar),Music,9
57-710,Major Studio (Flute),Music,9
57-712,Major Studio (Clarinet),Music,9
57-711,Major Studio (Oboe),Music,9
57-713,Major Studio (Bassoon),Music,9
57-714,Major Studio (Saxophone),Music,9
57-715,Major Studio (Horn),Music,9
57-716,Major Studio (Trumpet),Music,9
57-717,Major Studio (Trombone),Music,9
57-718,Major Studio (Euphonium/Baritone),Music,9
57-720,Major Studio (Percussion),Music,9
57-719,Major Studio (Tuba),Music,9
57-721,Major Studio (Composition),Music,9
57-723,Major Studio (Bagpipe),Music,9
57-729,Beginning Piano for Children I,Music,6
57-730,Art of Sonata Performance,Music,6
57-736,Chamber Music Literature II,Music,6
57-743,TBA,Music,3
57-737,Literature & Repertoire: Brass,Music,3
57-745,Chamber Music Coaching,Music,3
57-746,Opera Coaching,Music,3
57-751,Teaching Artist Training,Music,6
57-758,Business of Music,Music,6
57-754,The Freelance Musician,Music,6
57-761,Eurhythmics I,Music,3
57-763,Eurhythmics III,Music,3
57-771,Production: Performance,Music,6
57-774,Vocal Pedagogy I,Music,6
57-769,Sprezzatura: career skills in language I,Music,6
57-780,Black American Music Seminar,Music,6
57-788,History Proficiency II Test,Music,0
57-787,History Proficiency I Test,Music,0
57-790,Outreach Performance,Music,0
57-789,Theory Proficiency Test,Music,0
57-793,Comprehensive Review (Analysis),Music,0
57-794,Comprehensive Review (Notes),Music,0
57-796,Graduate Composition Project,Music,0
57-795,Comprehensive Review (Analysis Paper),Music,0
57-797,Graduate Recital Voice (1st year),Music,0
57-798,Graduate Recital (1st year),Music,0
57-800,Comprehensive Review (Music Ed),Music,0
57-801,Introduction to Music Technology,Music,6
57-808,Observation,Music,3
57-817,Graduate Opera Workshop,Music,6
57-818,Major Instrumental Ensemble,Music,6
57-819,Chorus,Music,6
57-821,Exploded Ensemble,Music,6
57-822,Singers,Music,3
57-824,Percussion Ensemble,Music,3
57-826,North American Indigenous Music Seminar,Music,9
57-827,Jazz Orchestra,Music,3
57-831,Principles of Education,Music,9
57-834,Fundamentals of Marching Band,Music,3
57-846,Bach,Music,9
57-847,Electronic and Computer Music,Music,6
57-856,Elementary Guided Teaching,Music,3
57-860,Brass Methods,Music,3
57-861,Percussion Methods,Music,3
57-871,Introduction to Music Technology (self-paced),Music,6
57-872,Creative Orchestration,Music,6
57-875,Music in the Elementary School,Music,6
57-885,History of the Symphony,Music,9
57-887,Professional Essentials for the Percussionist,Music,3
57-883,Literature and Repertoire: Piano III,Music,6
57-891,Dalcroze Pedagogy/Practice Teaching,Music,6
57-893,Introduction to Conducting,Music,6
57-897,Graduate Recital Voice (2nd year),Music,0
57-898,Graduate Recital (2nd year),Music,0
57-901,Music Research Methods,Music,3
57-902,Alexander Technique for Musicians,Music,3
57-903,Yoga for Musicians,Music,3
57-905,Concerto: Virtuosity and Contrast,Music,9
57-909,Puccini's Operas,Music,9
57-923,Repertoire Orchestra,Music,3
57-926,Chamber Music: String Quartet,Music,3
57-928,Chamber Music: Woodwind and Mixed,Music,3
57-929,Chamber Music: Woodwind and Mixed,Music,3
57-930,Baroque Ensemble,Music,3
57-931,Chamber Ensemble: Brass Ensemble,Music,3
57-932,Chamber Music: Guitar,Music,6
57-933,Sonatas,Music,3
57-934,Advanced Analytical Techniques,Music,9
57-944,Principles of Counterpoint,Music,9
57-945,Debussy Analysis,Music,6
57-935,Chamber Music: Brass,Music,3
57-947,Sound Recording,Music,6
57-948,Sound Editing and Mastering,Music,6
57-950,Live Recording Laboratory,Music,12
57-952,Studio Recording Laboratory,Music,12
57-960,Schenker Analysis,Music,9
57-964,Conducting Practicum,Music,3
57-965,Repertoire Analysis (Cycle I),Music,6
57-970,Sound and Music Computing Seminar,Music,1
57-973,Piano Pedagogy I,Music,6
57-975,Piano Pedagogy III,Music,6
57-981,Foundations of Pedagogy in Music Education,Music,9
57-988,Advanced Music Studies Studio (Chamber Music),Music,18
57-986,Advanced Music Studies Studio (Individual): Voice,Music,18
57-987,Advanced Music Studies Studio (Orchestral): Voice,Music,18
57-989,Advanced Music Studies Studio (Piano Maintenance),Music,18
57-990,Advanced Music Studies Recital/Project,Music,0
57-993,Artist Diploma Recital,Music,0
57-991,Artist Diploma Recital,Music,0
57-995,Music Education Thesis,Music,15
57-996,Artist Diploma Studio,Music,36
32-100,Naval Laboratory,Naval Science - ROTC,3
57-998,Artist Diploma Studio,Music,36
32-101,Introduction to Naval Science,Naval Science - ROTC,6
32-200,Naval Laboratory,Naval Science - ROTC,3
32-201,Leadership & Management,Naval Science - ROTC,9
32-300,Naval Laboratory,Naval Science - ROTC,3
32-310,Evolution Of Warfare,Naval Science - ROTC,9
32-311,Naval Ship Systems I-Engineering,Naval Science - ROTC,9
32-400,Naval Laboratory,Naval Science - ROTC,3
32-411,Naval Operations and Seamanship,Naval Science - ROTC,9
80-050,Study Abroad,Philosophy,0
80-100,Introduction to Philosophy,Philosophy,9
80-130,Introduction to Ethics,Philosophy,9
80-136,"Social Structure, Public Policy  & Ethics",Philosophy,9
80-198,Research Training,Philosophy,9
80-180,Nature of Language,Philosophy,9
80-210,Logic and Proofs,Philosophy,9
80-220,Philosophy of Science,Philosophy,9
80-226,Revolutions in Science,Philosophy,9
80-244,Environmental Ethics,Philosophy,9
80-246,Moral Psychology,Philosophy,9
80-249,"AI, Society, and Humanity",Philosophy,9
80-254,Analytic Philosophy,Philosophy,9
80-261,"Experience, Reason, and Truth",Philosophy,9
80-271,Philosophy and Psychology,Philosophy,9
80-282,Phonetics and Phonology I,Philosophy,9
80-296,Impacts of AI: AI and Intelligence,Philosophy,3
80-284,Invented Languages,Philosophy,9
80-297,Impacts of AI: AI and Ethics,Philosophy,3
80-298,Impacts of AI: AI and Society,Philosophy,3
80-310,Formal Logic,Philosophy,9
80-305,"Choices, Decisions, and Games",Philosophy,9
80-312,Mathematical Revolutions,Philosophy,9
80-335,Social and Political Philosophy,Philosophy,9
80-348,"Health, Human Rights, and International Development",Philosophy,9
80-381,Meaning in Language,Philosophy,9
80-388,Linguistic Typology: Diversity and Universals,Philosophy,9
80-411,Proof Theory,Philosophy,9
80-449,EHPP Project Course,Philosophy,12
80-514,Categorical Logic,Philosophy,9
80-501,Philosophy Senior Honors Thesis I,Philosophy,9
80-524,Topics in Formal Epistemology: The Topology of Learning,Philosophy,9
80-600,Philosophy Core Seminar I,Philosophy,12
80-537,Seminar on Research Ethics: Philosophical Foundations,Philosophy,9
80-603,Formal Methods: Tools and Techniques,Philosophy,6
80-605,"Choices, Decisions, and Games",Philosophy,12
80-606,Formal Methods: Evolutionary Game Theory,Philosophy,6
80-610,Formal Logic,Philosophy,12
80-612,Mathematical Revolutions,Philosophy,12
80-635,Social and Political Philosophy,Philosophy,12
80-648,"Health, Human Rights, and International Development",Philosophy,12
80-711,Proof Theory,Philosophy,12
80-715,Seminar on Homotopy Type Theory,Philosophy,12
80-814,Categorical Logic,Philosophy,12
80-824,Topics in Formal Epistemology: The Topology of Learning,Philosophy,12
80-837,Seminar on Research Ethics: Philosophical Foundations,Philosophy,12
69-004,Badminton,Physical Education,3
69-101,Racquetball,Physical Education,3
69-110,Personal Fitness,Physical Education,3
69-102,Weight Training,Physical Education,3
69-112,Fitness Fusion,Physical Education,3
69-113,Beginning Karate,Physical Education,3
69-114,Intermediate Karate,Physical Education,3
69-120,Topics in Health and Physical Activity,Physical Education,3
69-129,Rape Agression Defense Systems (RAD),Physical Education,3
69-130,Beginning Tennis,Physical Education,3
69-131,Volleyball,Physical Education,3
69-132,Advanced Tennis,Physical Education,3
69-134,Beginning Golf,Physical Education,3
69-136,Basketball Skills,Physical Education,3
69-140,Squash,Physical Education,3
69-150,TBA,Physical Education,3
69-151,Introduction to Yoga,Physical Education,3
69-138,Outdoor Soccer,Physical Education,3
69-153,Lifeguard Training,Physical Education,3
69-155,Cardio Fitness/Sculpt,Physical Education,3
69-160,Swim-Fit,Physical Education,3
69-165,Cycling Core,Physical Education,3
69-195,Emergency Medical Technician 1,Physical Education,12
69-176,Non-Majors Jazz,Physical Education,3
69-167,Beginning Ballroom Dance,Physical Education,2
33-050,Study Abroad,Physics,0
33-100,Basic Experimental Physics,Physics,6
33-104,Experimental Physics,Physics,9
69-175,African-Caribbean Dance,Physical Education,2
33-115,Physics for Future Presidents,Physics,9
33-121,TBA,Physics,12
33-122,TBA,Physics,9
33-124,Introduction to Astronomy,Physics,9
33-141,Physics I for Engineering Students,Physics,12
33-142,Physicss II for Engineering Students,Physics,12
33-201,Physics Sophomore Colloquium I,Physics,2
33-151,Matter and Interactions I,Physics,12
33-213,Mini-Course in Special Relativity,Physics,4
33-211,Physics III: Modern Essentials,Physics,10
33-224,"Stars, Galaxies and the Universe",Physics,9
33-225,Quantum Physics and Structure of Matter,Physics,9
33-231,Physical Analysis,Physics,10
33-241,Introduction to Computational Physics,Physics,9
33-301,Physics Upperclass Colloquium I,Physics,1
33-331,Physical Mechanics I,Physics,10
33-338,Intermediate Electricity and Magnetism I,Physics,10
33-341,Thermal Physics I,Physics,10
33-441,Introduction to BioPhysics,Physics,10
33-355,Nanoscience and Nanotechnology,Physics,9
33-445,Advanced Quantum Physics I,Physics,9
33-467,Astrophysics of Stars and the Galaxy,Physics,9
33-650,General Relativity,Physics,9
33-658,Quantum Computation and Quantum Information Theory,Physics,10
33-755,Quantum Mechanics I,Physics,12
33-761,Classical Electrodynamics I,Physics,12
33-770,Field Theory I,Physics,12
33-775,Introduction to Research 1,Physics,12
33-778,Introduction to Cosmology,Physics,12
33-783,Solid State Physics,Physics,12
33-794,Colloquium,Physics,1
85-050,Study Abroad,Psychology,0
85-101,Psychology Research Requirement,Psychology,9
85-102,Introduction to Psychology,Psychology,9
85-211,Cognitive Psychology,Psychology,9
85-198,Research Training: Psychology,Psychology,9
85-213,Human Information Processing and Artifical Intelligence,Psychology,9
85-219,Biological foundations of Behavior,Psychology,9
85-221,Principles of Child Development,Psychology,9
85-241,Social Psychology,Psychology,9
85-251,Personality,Psychology,9
85-293,Student Teaching Practicum,Psychology,1
85-310,Research Methods in Cognitive Psychology,Psychology,9
85-320,Research Methods in Developmental Psychology,Psychology,9
85-340,Research Methods in Social Psychology,Psychology,9
85-359,Introduction to Music Cognition research,Psychology,9
85-370,perception,Psychology,9
85-375,crosscultural psychology,Psychology,9
85-390,Human Memory,Psychology,9
85-377,Attitudes and Persuasion,Psychology,9
85-406,Autism: Psychological Perspectives,Psychology,9
85-408,Visual Cognition,Psychology,9
85-438,"Educational Goals, Instruction, and Assessment",Psychology,9
85-442,Health Psychology,Psychology,9
85-444,relationships,Psychology,9
85-414,Cognitive Neuropsychology,Psychology,9
85-601,Senior Thesis,Psychology,9
85-510,Professional Development in Clinical Psychology and Related Fields,Psychology,3
85-705,Graduate core course: social,Psychology,9
85-708,visual cognition,Psychology,9
85-714,Cognitive Neuropsychology,Psychology,9
85-794,Teaching Practicum,Psychology,9
85-811,Topics in Psychology,Psychology,5
91-801,Statistical Methods for Managers,Public Management:Sch of Pub Pol & Mgt,12
91-800,Organizational Management,Public Management:Sch of Pub Pol & Mgt,12
91-820,Strategic Planning,Public Management:Sch of Pub Pol & Mgt,12
91-804,Financial Analysis for Managers,Public Management:Sch of Pub Pol & Mgt,12
90-700,Heinz Journal,Public Policy & Mgt:Sch of Pub Pol & Mgt,3
90-703,"Gender, Race, Politics & Social Movements",Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-707,Statistical Reasoning,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-704,"Poverty, Inequality and Social Policies:  An International Comparison",Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-705,Policy Analysis I,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-710,Applied Economic Analysis,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-709,Intermediate Economic Analysis,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-716,Race in America,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-711,Statistical Reasoning with R,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-721,Healthcare Management,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-719,Physical Technical Systems I,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-717,Writing for Public Policy,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-718,Strategic Presentation Skills,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-728,Introduction to Database Management,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-730,Methods of Policy Analysis,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-737,Budget Management Control System,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-736,Public Finance,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-748,Real Estate Development,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-750,Civic Engagement As A Community Process,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-740,Systems Synthesis,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-739,Systems Synthesis I,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-753,Advanced Geographical Information Systems,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-752,Rise of the Asian Economies,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-763,Human Rights Conflicts & Development,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-769,Critical AI Studies for Public Policy,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-780,Pennsylvania Data Impact Lab,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-782,Multi Media,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-783,Policy Innovation Lab,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-777,Intermediate Statistical Methods,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-798,Systems Thinking for Environmental Policy & Planning,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-801,Media & Communication Design I,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-812,Introduction to Programming with Python,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-808,Energy Policy,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-822,Critical Analysis of Policy Research,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-836,Health Systems,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-823,Program Evaluation,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-838,Database Management for Policy Analytics,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-858,How Ideas Become Policy,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-860,Policy in a Global Economy,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-845,Entrepreneurship and Business Plan Development,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-871,Policy and Gender Workshop,Public Policy & Mgt:Sch of Pub Pol & Mgt,3
90-872,Using R for Policy Data Analysis,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-875,Behavioral Economics @ Work,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-874,Special Topics: Principles & Practices of R&D; Management,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-882,Behavioral Economics in Public Policy,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-888,Washington Workshop,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-891,Behavioral Economics in the Wild,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-884,Systems: Project Planning,Public Policy & Mgt:Sch of Pub Pol & Mgt,3
90-894,Policy Topics I: Federal Budget Policy,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-896,Policy Topics: Sustainable Development,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-901,Ph.D. Seminar I,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-900,Internship,Public Policy & Mgt:Sch of Pub Pol & Mgt,0
90-906,Phd Econometrics I,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-908,Ph.D. Microeconomics,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-918,Ph.D. Seminar III,Public Policy & Mgt:Sch of Pub Pol & Mgt,12
90-935,Independent Study,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-941,Independent Study,Public Policy & Mgt:Sch of Pub Pol & Mgt,6
90-985,Applied Microeconomics Seminar,Public Policy & Mgt:Sch of Pub Pol & Mgt,0
07-128,Freshman Immigration Course,SCS Interdisciplinary,1
07-129,Freshmen Immigration Course,SCS Interdisciplinary,3
07-131,Great Practical Ideas for Computer Scientists,SCS Interdisciplinary,2
02-090,Computational Biology Undergraduate Internship,SCS: Computational Biology,3
02-402,TBA,SCS: Computational Biology,3
02-510,Computational Genomics,SCS: Computational Biology,12
02-512,Computational Methods for Biological Modeling and Simulation,SCS: Computational Biology,9
02-518,Computational Medicine,SCS: Computational Biology,12
02-601,Programming for Scientists,SCS: Computational Biology,12
02-613,Algorithms and Advanced Data Structures,SCS: Computational Biology,12
02-701,CPCB Course - Current Topics in Computational Biology,SCS: Computational Biology,3
02-680,Essential Mathematics and Statistics for Scientists,SCS: Computational Biology,9
02-702,Computational Biology Seminar,SCS: Computational Biology,3
02-712,Computational Methods for Biological Modeling and Simulation,SCS: Computational Biology,12
02-725,Computational Methods for Proteogenomics and Metabolomics,SCS: Computational Biology,12
02-718,Computational Medicine,SCS: Computational Biology,12
02-740,Bioimage Informatics,SCS: Computational Biology,12
02-790,Computational Biology MS Internship,SCS: Computational Biology,3
02-761,Laboratory Methods for Automated Biology I,SCS: Computational Biology,12
02-760,Laboratory Methods for Computational Biologists,SCS: Computational Biology,6
02-801,TBA,SCS: Computational Biology,3
15-051,Discrete Math Primer,SCS: Computer Science,1
15-050,Study Abroad,SCS: Computer Science,0
15-090,Computer Science Practicum,SCS: Computer Science,3
15-104,TBA,SCS: Computer Science,10
15-110,Principles of Computing,SCS: Computer Science,10
15-112,Fundamentals of Programming and Computer Science,SCS: Computer Science,12
15-121,Introduction to Data Structures,SCS: Computer Science,10
15-150,Principles of Functional Programming,SCS: Computer Science,10
15-122,Principles of Imperative Computation,SCS: Computer Science,10
15-151,Mathematical Foundations for Computer Science,SCS: Computer Science,10
15-210,Parallel and Sequential Data Structures and Algorithms,SCS: Computer Science,12
15-281,Artificial Intelligence: Representation and Problem Solving,SCS: Computer Science,12
15-294,Special Topic: Rapid Prototyping Technologies,SCS: Computer Science,5
15-213,Introduction to Computer Systems,SCS: Computer Science,12
15-251,Great Ideas in Theoretical Computer Science,SCS: Computer Science,12
15-295,Competition Programming and Problem Solving,SCS: Computer Science,5
15-312,Foundations of Programming Languages,SCS: Computer Science,12
15-300,Research and Innovation in Computer Science,SCS: Computer Science,9
15-316,Software Foundations of Security and Privacy,SCS: Computer Science,9
15-317,Constructive Logic,SCS: Computer Science,9
15-322,Introduction to Computer Music,SCS: Computer Science,9
15-330,Introduction to Computer Security,SCS: Computer Science,12
15-319,Cloud Computing,SCS: Computer Science,12
15-348,Embedded Systems,SCS: Computer Science,9
15-351,TBA,SCS: Computer Science,12
15-354,Computational Discrete Mathematics,SCS: Computer Science,12
15-356,Introduction to Cryptography,SCS: Computer Science,12
15-387,Computational Perception,SCS: Computer Science,9
15-388,Practical Data Science,SCS: Computer Science,9
15-394,Intermediate Rapid Prototyping,SCS: Computer Science,5
15-410,Operating System Design and Implementation,SCS: Computer Science,15
15-411,Compiler Design,SCS: Computer Science,15
15-418,Parallel Computer Architecture and Programming,SCS: Computer Science,12
15-424,Logical Foundations of Cyber-Physical Systems,SCS: Computer Science,12
15-440,Distributed Systems,SCS: Computer Science,12
15-445,Database Systems,SCS: Computer Science,12
15-441,Computer Networks,SCS: Computer Science,12
15-453,"Formal Languages, Automata, and Computability",SCS: Computer Science,9
15-451,Algorithm Design and Analysis,SCS: Computer Science,12
15-455,Undergraduate Complexity Theory,SCS: Computer Science,9
15-463,Computational Photography,SCS: Computer Science,12
15-462,Computer Graphics,SCS: Computer Science,12
15-466,Computer Game Programming,SCS: Computer Science,12
15-482,Autonomous Agents,SCS: Computer Science,12
15-513,Introduction to Computer Systems,SCS: Computer Science,12
15-604,Immigration Course,SCS: Computer Science,3
15-605,Operating System Design and Implementation,SCS: Computer Science,15
15-618,Parallel Computer Architecture and Programming,SCS: Computer Science,12
15-611,Compiler Design,SCS: Computer Science,15
15-619,Cloud Computing,SCS: Computer Science,12
15-624,Logical Foundations of Cyber-Physical Systems,SCS: Computer Science,12
15-622,Introduction to Computer Music,SCS: Computer Science,12
15-640,Distributed Systems,SCS: Computer Science,12
15-641,Computer Networks,SCS: Computer Science,12
15-645,Database Systems,SCS: Computer Science,12
15-650,TBA,SCS: Computer Science,12
15-651,Algorithm Design and Analysis,SCS: Computer Science,12
15-652,Foundation Programming Languages,SCS: Computer Science,12
15-657,Constructive Logic,SCS: Computer Science,9
15-662,Computer Graphics,SCS: Computer Science,12
15-663,Computational Photography,SCS: Computer Science,12
15-666,Computer Game Programming,SCS: Computer Science,12
15-688,Practical Data Science,SCS: Computer Science,12
15-740,Computer Architecture,SCS: Computer Science,12
15-804,CSD PhD Elective,SCS: Computer Science,12
15-803,CSD PhD Elective,SCS: Computer Science,12
15-746,Storage Systems,SCS: Computer Science,12
15-816,Advanced Topics in Logic: Automated Reasoning and Satisfiability,SCS: Computer Science,12
15-821,Mobile and Pervasive Computing,SCS: Computer Science,12
15-819,Foundations of Quantitative Program Analysis,SCS: Computer Science,12
15-814,Types and Programming Languages,SCS: Computer Science,12
15-824,Logical Foundations of Cyber-Physical Systems,SCS: Computer Science,12
15-826,Multimedia Databases and Datamining,SCS: Computer Science,12
15-857,Performance Modeling,SCS: Computer Science,12
15-853,Algorithms in the Real World,SCS: Computer Science,12
15-856,Introduction to Cryptography,SCS: Computer Science,12
15-862,Computational Photography,SCS: Computer Science,12
15-883,Computational Models of Neural Systems,SCS: Computer Science,12
15-990,Computer Science Colloquium,SCS: Computer Science,0
15-897,Parallelism and Concurrency,SCS: Computer Science,12
15-996,Introductory Course for CS Doctoral Students (IC),SCS: Computer Science,6
05-291,Learning Media Design,SCS: Human-Computer Interaction,12
05-318,Human AI Interaction,SCS: Human-Computer Interaction,12
15-859,Special Topics in Theory: Algorithms for Big Data,SCS: Computer Science,12
05-391,Designing Human-Centered Software,SCS: Human-Computer Interaction,12
05-392,Interaction Design Overview,SCS: Human-Computer Interaction,9
05-410,User-Centered Research and Evaluation,SCS: Human-Computer Interaction,12
05-413,Human Factors,SCS: Human-Computer Interaction,9
05-300,HCI Undergraduate Pro Seminar,SCS: Human-Computer Interaction,2
05-333,"Gadgets, Sensors and Activity Recognition in HCI",SCS: Human-Computer Interaction,12
05-430,PUI Lecture,SCS: Human-Computer Interaction,15
